year_local,area,year,10a당 생산량 (kg),3월 일산화탄소,10월 이산화질소,11월 일산화탄소,12월 아황산가스,습도 1월,12월 일산화탄소,4월 일산화탄소,강수량 5월,일조시간 8월,2월 오존,최고기온 3월,일조시간 7월,최고기온 2월,아연 Zn
2013_경상남도,경상남도,2013,8230,0.6,0.021,0.5,0.005,57.175627240143356,0.5,0.5,6.084587813620073,4.799283154121864,0.025,15.762724014336932,8.232974910394265,7.8984126984127,72.21106400000002
2014_경상남도,경상남도,2014,7237,0.5,0.019,0.5,0.006,49.91039426523297,0.6,0.5,3.145878136200717,7.577060931899641,0.026000000000000002,14.516129032258071,5.372759856630825,9.748015873015873,75.898441
2015_경상남도,경상남도,2015,6581,0.5,0.02,0.5,0.004,57.34767025089607,0.5,0.4,3.9767025089605728,3.3189964157706093,0.024,14.524731182795687,5.032258064516129,8.85873015873016,72.979867
2016_경상남도,경상남도,2016,7434,0.5,0.021,0.5,0.004,55.74193548387096,0.6,0.5,4.0498207885304645,5.964157706093191,0.026000000000000002,14.506810035842285,5.150537634408601,9.19885057471264,80.251262
2017_경상남도,경상남도,2017,6081,0.5,0.017,0.5,0.004,54.67741935483871,0.6,0.5,1.1709677419354838,8.45878136200717,0.03,13.87060931899642,6.043010752688173,9.742460317460317,74.679959
2018_경상남도,경상남도,2018,6601,0.5,0.013999999999999999,0.5,0.004,53.81362007168459,0.6,0.4,4.761648745519713,6.659498207885305,0.027000000000000003,15.323333333333325,5.028673835125448,8.107539682539688,74.80645
2019_경상남도,경상남도,2019,8170,0.5,0.017,0.5,0.004,46.63095238095239,0.5,0.4,3.682437275985665,6.630824372759856,0.03,15.407539682539674,7.6738351254480275,10.377380952380953,75.7231958
2010_제주도,제주도,2010,5091,0.4,0.009666666666666669,0.3666666666666667,0.0026666666666666666,47.5,0.4000000000000001,0.4,1.5564516129032258,5.537634408602152,0.04,9.908870967741935,4.193548387096774,8.272321428571429,40.26300000000001
2011_제주도,제주도,2011,7103,0.4,0.009000000000000001,0.3,0.003,46.17073170731707,0.4,0.4,1.8725806451612903,5.040322580645161,0.042,8.541935483870969,3.217741935483871,8.285714285714285,35.103
2012_제주도,제주도,2012,6386,0.5,0.011000000000000001,0.4,0.003,45.162601626016254,0.4,0.4,1.988709677419355,3.217741935483871,0.034,9.505645161290326,4.186991869918699,6.2931034482758665,39.935
2013_제주도,제주도,2013,6681,0.5,0.009000000000000001,0.4,0.002,49.524193548387096,0.4,0.5,2.544354838709677,4.532258064516129,0.031,11.043548387096775,3.983870967741936,7.384821428571433,41.0495
2014_제주도,제주도,2014,7220,0.5,0.008,0.3,0.003,46.713114754098356,0.4,0.3,4.415322580645161,6.588709677419355,0.037000000000000005,10.444354838709678,4.926829268292684,8.0,39.956
2015_제주도,제주도,2015,6552,0.4,0.01,0.3,0.003,50.86776859504132,0.3,0.4,6.520161290322582,3.040322580645161,0.04,10.225806451612907,3.120967741935484,7.7803571428571425,47.1055
2016_제주도,제주도,2016,6458,0.3,0.012,0.4,0.002,50.306451612903224,0.4,0.3,3.8129032258064512,5.112903225806452,0.039,10.347580645161287,4.5409836065573765,7.6543103448275875,47.1055
2017_제주도,제주도,2017,6945,0.3,0.01,0.3,0.003,67.11827956989248,0.3,0.3,1.3849462365591396,9.086021505376344,0.04,13.159139784946234,6.43298969072165,10.577380952380947,42.51600000000001
2019_제주도,제주도,2019,7875,0.3,0.009000000000000001,0.3,0.002,58.58333333333334,0.3,0.3,5.829032258064518,8.387096774193548,0.043,14.592857142857143,7.924731182795699,10.796428571428573,43.54650000000001
